claim_id,date_submitted,franchise_id,item_category,quantity,requested_total,carrier_approved_total,target_outcome,rate,unit_price,qty
CLM-52228,2025-05-03,Franchise_FL_04,Dehumidifier Rental,39.0,1610.7,1610.7,1,41.3,,
CLM-41916,"June 27, 2025",Franchise_TX_01,Drywall Repair,5.0,286.8,140.31,0,,57.36,
CLM-75609,2025-11-29,Franchise_FL_04,Drywall Repair,18.0,2156.04,2156.04,1,119.78,,
CLM-70843,2025-09-19,Franchise_FL_04,Water Extraction,18.0,,1520.76,0,148.98,,
CLM-30885,"March 10, 2025",Franchise_TX_01,Antimicrobial Treatment,18.0,2599.38,2599.38,1,,144.41,
CLM-53550,2025-02-06,Franchise_FL_04,Dehumidifier Rental,38.0,4232.82,4232.82,1,111.39,,
CLM-50141,10/15/2025,Franchise_NY_12,Dehumidifier Rental,,3990.6,3122.06,0,,$88.68,45.0
CLM-97337,"February 03, 2025",Franchise_TX_01,Dehumidifier Rental,23.0,1115.04,870.5,0,,48.48,
CLM-32891,2025-03-11,Franchise_FL_04,Drywall Repair,39.0,4900.35,4900.35,1,125.65,,
CLM-38615,06/01/2025,Franchise_NY_12,Dehumidifier Rental,,2414.8,2414.8,1,,$60.37,40.0
CLM-71508,2025-09-27,Franchise_FL_04,Water Extraction,36.0,5152.32,5152.32,1,143.12,,
CLM-92423,2025-04-03,Franchise_FL_04,Water Extraction,34.0,1494.98,1494.98,1,43.97,,
CLM-71980,2025-11-28,Franchise_FL_04,Drywall Repair,48.0,3430.08,2831.17,0,71.46,,
CLM-76611,2025-01-14,Franchise_FL_04,Water Extraction,35.0,773.85,773.85,1,22.11,,
CLM-24083,"July 17, 2025",Franchise_TX_01,Dehumidifier Rental,44.0,6509.8,3636.41,0,,147.95,
CLM-15322,"June 05, 2025",Franchise_TX_01,Drywall Repair,34.0,1719.38,1719.38,1,,50.57,
CLM-39402,2025-02-23,Franchise_FL_04,Baseboard Replacement,36.0,1600.2,668.79,0,44.45,,
CLM-53131,12/25/2025,Franchise_NY_12,Baseboard Replacement,,450.72,450.72,1,,$28.17,16.0
CLM-96018,"December 11, 2025",Franchise_TX_01,Dehumidifier Rental,26.0,1800.24,866.99,0,,69.24,
CLM-17737,07/21/2025,Franchise_NY_12,Dehumidifier Rental,,2284.2,1254.82,0,,$48.6,47.0
CLM-47401,04/18/2025,Franchise_NY_12,Water Extraction,,52.8,30.18,0,,$26.4,2.0
CLM-34029,"March 18, 2025",Franchise_TX_01,Water Extraction,50.0,2539.5,1416.06,0,,50.79,
CLM-60246,"July 27, 2025",Franchise_TX_01,Drywall Repair,10.0,612.7,323.36,0,,61.27,
CLM-55944,2025-07-01,Franchise_FL_04,Antimicrobial Treatment,33.0,,1249.05,1,37.85,,
CLM-95148,09/23/2025,Franchise_NY_12,Baseboard Replacement,,2396.24,2396.24,1,,$85.58,28.0
CLM-79182,2025-06-04,Franchise_FL_04,Drywall Repair,19.0,2349.92,2349.92,1,123.68,,
CLM-18213,02/15/2025,Franchise_NY_12,Antimicrobial Treatment,,516.9,516.9,1,,$103.38,5.0
CLM-65924,01/06/2025,Franchise_NY_12,Dehumidifier Rental,,219.36,219.36,1,,$36.56,6.0
CLM-78973,2025-10-15,Franchise_FL_04,Antimicrobial Treatment,31.0,2478.45,1231.14,0,79.95,,
CLM-62820,05/19/2025,Franchise_NY_12,Drywall Repair,,4292.64,4292.64,1,,$119.24,36.0
CLM-33988,"December 17, 2025",Franchise_TX_01,Water Extraction - MISC,37.0,4464.05,4464.05,1,,120.65,
CLM-62298,04/19/2025,Franchise_NY_12,Antimicrobial Treatment,,3556.71,3556.71,1,,$131.73,27.0
CLM-45888,08/07/2025,Franchise_NY_12,Baseboard Replacement,,756.9,634.61,0,,$75.69,10.0
CLM-79508,2025-12-01,Franchise_FL_04,Baseboard Replacement,17.0,2178.72,2178.72,1,128.16,,
CLM-22007,04/12/2025,Franchise_NY_12,Drywall Repair,,1181.1,1181.1,1,,$78.74,15.0
CLM-61603,01/02/2025,Franchise_NY_12,Baseboard Replacement,,321.6,321.6,1,,$107.2,3.0
CLM-23672,"September 23, 2025",Franchise_TX_01,Baseboard Replacement,33.0,2747.58,2747.58,1,,83.26,
CLM-10225,2025-09-11,Franchise_FL_04,Drywall Repair,41.0,5458.33,5458.33,1,133.13,,
CLM-67743,08/07/2025,Franchise_NY_12,Water Extraction,,3385.48,1564.54,0,,$120.91,28.0
CLM-57180,"August 28, 2025",Franchise_TX_01,Drywall Repair - MISC,16.0,336.0,241.52,0,,21.0,
CLM-85427,"December 20, 2025",Franchise_TX_01,Baseboard Replacement,43.0,5815.32,5815.32,1,,135.24,
CLM-91867,"January 22, 2025",Franchise_TX_01,Water Extraction,26.0,657.54,580.99,0,,25.29,
CLM-39539,2025-08-21,Franchise_FL_04,Baseboard Replacement,2.0,161.9,161.9,1,80.95,,
CLM-73146,2025-08-07,Franchise_FL_04,Water Extraction,47.0,2186.44,2186.44,1,46.52,,
CLM-19022,2025-01-16,Franchise_FL_04,Baseboard Replacement,26.0,1654.38,1654.38,1,63.63,,
CLM-86764,"September 24, 2025",Franchise_TX_01,Dehumidifier Rental,8.0,598.56,598.56,1,,74.82,
CLM-59616,10/13/2025,Franchise_NY_12,Drywall Repair,,1479.2,1479.2,1,,$92.45,16.0
CLM-58814,2025-11-24,Franchise_FL_04,Baseboard Replacement,1.0,110.11,110.11,1,110.11,,
CLM-64197,"March 09, 2025",Franchise_TX_01,Antimicrobial Treatment,42.0,799.68,799.68,1,,19.04,
CLM-97677,2025-06-28,Franchise_FL_04,Antimicrobial Treatment,26.0,1004.38,1004.38,1,38.63,,
CLM-69028,02/07/2025,Franchise_NY_12,Dehumidifier Rental,,978.78,978.78,1,,$44.49,22.0
CLM-40288,12/27/2025,Franchise_NY_12,Antimicrobial Treatment,,2590.86,1609.7,0,,$89.34,29.0
CLM-57310,"June 10, 2025",Franchise_TX_01,Water Extraction,30.0,3271.2,1328.54,0,,109.04,
CLM-75022,"June 24, 2025",Franchise_TX_01,Water Extraction,49.0,908.46,908.46,1,,18.54,
CLM-92494,"November 22, 2025",Franchise_TX_01,Antimicrobial Treatment,37.0,4224.29,4224.29,1,,114.17,
CLM-16544,2025-10-17,Franchise_FL_04,Drywall Repair,25.0,2590.5,2590.5,1,103.62,,
CLM-14811,"February 12, 2025",Franchise_TX_01,Baseboard Replacement,16.0,1497.92,1497.92,1,,93.62,
CLM-24032,2025-10-10,Franchise_FL_04,Water Extraction,49.0,3852.87,3852.87,1,78.63,,
CLM-64871,2025-06-15,Franchise_FL_04,Drywall Repair,28.0,4102.56,4102.56,1,146.52,,
CLM-98150,02/16/2025,Franchise_NY_12,Baseboard Replacement,,222.93,122.79,0,,$24.77,9.0
CLM-91991,2025-09-01,Franchise_FL_04,Water Extraction,6.0,302.04,302.04,1,50.34,,
CLM-84493,03/15/2025,Franchise_NY_12,Antimicrobial Treatment,,472.75,472.75,1,,$94.55,5.0
CLM-53666,2025-09-15,Franchise_FL_04,Drywall Repair,18.0,504.54,504.54,1,28.03,,
CLM-54077,2025-04-02,Franchise_FL_04,Dehumidifier Rental,2.0,239.14,239.14,1,119.57,,
CLM-37046,2025-10-05,Franchise_FL_04,Antimicrobial Treatment,36.0,1991.88,1477.08,0,55.33,,
CLM-39039,"October 20, 2025",Franchise_TX_01,Dehumidifier Rental,45.0,3186.9,3186.9,1,,70.82,
CLM-41100,2025-02-08,Franchise_FL_04,Drywall Repair,27.0,3446.55,1534.81,0,127.65,,
CLM-48682,"August 11, 2025",Franchise_TX_01,Dehumidifier Rental,46.0,4604.14,3651.69,0,,100.09,
CLM-59707,2025-12-25,Franchise_FL_04,Antimicrobial Treatment,48.0,6848.64,6848.64,1,142.68,,
CLM-17610,2025-12-02,Franchise_FL_04,Water Extraction,30.0,3903.0,2147.99,0,130.1,,
CLM-99870,2025-10-09,Franchise_FL_04,Dehumidifier Rental,49.0,2449.02,2449.02,1,49.98,,
CLM-25397,04/28/2025,Franchise_NY_12,Drywall Repair,,380.4,380.4,1,,$38.04,10.0
CLM-59328,"August 09, 2025",Franchise_TX_01,Water Extraction - MISC,18.0,1582.56,1582.56,1,,87.92,
CLM-39182,2025-12-13,Franchise_FL_04,Baseboard Replacement,19.0,1686.82,828.21,0,88.78,,
CLM-66678,"March 17, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,12.0,939.6,715.93,0,,78.3,
CLM-86529,05/20/2025,Franchise_NY_12,Water Extraction,,849.0,359.02,0,,$42.45,20.0
CLM-43634,07/05/2025,Franchise_NY_12,Baseboard Replacement,,1168.18,1168.18,1,,$89.86,13.0
CLM-62620,2025-07-19,Franchise_FL_04,Baseboard Replacement,21.0,2649.99,2649.99,1,126.19,,
CLM-19619,08/07/2025,Franchise_NY_12,Water Extraction,,3412.8,2494.59,0,,$85.32,40.0
CLM-43371,09/26/2025,Franchise_NY_12,Water Extraction,,1032.24,743.48,0,,$60.72,17.0
CLM-78435,12/25/2025,Franchise_NY_12,Baseboard Replacement,,764.8,764.8,1,,$76.48,10.0
CLM-57662,03/23/2025,Franchise_NY_12,Drywall Repair,,5295.02,5295.02,1,,$123.14,43.0
CLM-34294,10/18/2025,Franchise_NY_12,Water Extraction,,534.82,534.82,1,,$41.14,13.0
CLM-22845,"February 15, 2025",Franchise_TX_01,Dehumidifier Rental,17.0,1601.91,1601.91,1,,94.23,
CLM-96385,2025-12-23,Franchise_FL_04,Water Extraction,48.0,4872.96,2768.84,0,101.52,,
CLM-24286,2025-10-06,Franchise_FL_04,Water Extraction,3.0,311.19,311.19,1,103.73,,
CLM-88231,"May 12, 2025",Franchise_TX_01,Water Extraction,35.0,5039.65,5039.65,1,,143.99,
CLM-47071,08/26/2025,Franchise_NY_12,Antimicrobial Treatment,,2474.12,2474.12,1,,$56.23,44.0
CLM-55248,05/07/2025,Franchise_NY_12,Antimicrobial Treatment,,1035.72,838.14,0,,$115.08,9.0
CLM-66142,"November 02, 2025",Franchise_TX_01,Water Extraction - MISC,23.0,2594.4,2117.35,0,,112.8,
CLM-11070,"June 23, 2025",Franchise_TX_01,Dehumidifier Rental,8.0,1192.88,1192.88,1,,149.11,
CLM-83573,04/04/2025,Franchise_NY_12,Dehumidifier Rental,,2381.7,1089.96,0,,$79.39,30.0
CLM-32317,2025-11-27,Franchise_FL_04,Drywall Repair,31.0,3127.28,2411.23,0,100.88,,
CLM-31470,"June 27, 2025",Franchise_TX_01,Dehumidifier Rental,39.0,2841.15,1721.27,0,,72.85,
CLM-33617,10/17/2025,Franchise_NY_12,Antimicrobial Treatment,,2296.58,1946.95,0,,$88.33,26.0
CLM-75181,"September 01, 2025",Franchise_TX_01,Antimicrobial Treatment,39.0,833.04,563.71,0,,21.36,
CLM-10433,09/21/2025,Franchise_NY_12,Dehumidifier Rental,,1312.09,1312.09,1,,$100.93,13.0
CLM-85635,2025-10-09,Franchise_FL_04,Dehumidifier Rental,33.0,825.99,825.99,1,25.03,,
CLM-40488,"January 11, 2025",Franchise_TX_01,Drywall Repair,25.0,1177.75,1177.75,1,,47.11,
CLM-47715,05/17/2025,Franchise_NY_12,Baseboard Replacement,,1315.44,907.7,0,,$93.96,14.0
CLM-88762,"November 18, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,38.0,3761.62,3761.62,1,,98.99,
CLM-90958,2025-06-06,Franchise_FL_04,Water Extraction,36.0,5216.76,2131.93,0,144.91,,
CLM-12457,"December 27, 2025",Franchise_TX_01,Dehumidifier Rental,14.0,474.46,410.6,0,,33.89,
CLM-69889,2025-08-09,Franchise_FL_04,Antimicrobial Treatment,43.0,5147.1,5147.1,1,119.7,,
CLM-78568,2025-03-13,Franchise_FL_04,Antimicrobial Treatment,27.0,3009.15,3009.15,1,111.45,,
CLM-10169,2025-12-19,Franchise_FL_04,Baseboard Replacement,29.0,3138.96,3138.96,1,108.24,,
CLM-81158,07/05/2025,Franchise_NY_12,Dehumidifier Rental,,293.76,293.76,1,,$17.28,17.0
CLM-45259,"December 27, 2025",Franchise_TX_01,Baseboard Replacement - MISC,26.0,2225.6,2225.6,1,,85.6,
CLM-18984,2025-12-13,Franchise_FL_04,Baseboard Replacement,41.0,5962.22,3309.21,0,145.42,,
CLM-86810,04/14/2025,Franchise_NY_12,Baseboard Replacement,,2366.56,2366.56,1,,$84.52,28.0
CLM-70257,2025-06-10,Franchise_FL_04,Baseboard Replacement,13.0,257.27,257.27,1,19.79,,
CLM-60401,02/02/2025,Franchise_NY_12,Water Extraction,,2273.48,1300.84,0,,$103.34,22.0
CLM-56869,"September 23, 2025",Franchise_TX_01,Water Extraction,45.0,1991.7,1991.7,1,,44.26,
CLM-17385,2025-09-09,Franchise_FL_04,Water Extraction,36.0,4323.24,4323.24,1,120.09,,
CLM-86206,"March 07, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,37.0,3421.39,3421.39,1,,92.47,
CLM-64431,06/16/2025,Franchise_NY_12,Drywall Repair,,3375.12,3375.12,1,,$140.63,24.0
CLM-75228,2025-01-05,Franchise_FL_04,Drywall Repair,10.0,683.5,683.5,1,68.35,,
CLM-37958,"November 10, 2025",Franchise_TX_01,Water Extraction - MISC,30.0,3047.7,3047.7,1,,101.59,
CLM-64593,"June 24, 2025",Franchise_TX_01,Water Extraction,39.0,4194.06,4194.06,1,,107.54,
CLM-63137,"March 16, 2025",Franchise_TX_01,Water Extraction - MISC,36.0,1316.88,1316.88,1,,36.58,
CLM-52120,11/16/2025,Franchise_NY_12,Dehumidifier Rental,,1655.28,1281.3,0,,$37.62,44.0
CLM-44275,2025-09-17,Franchise_FL_04,Baseboard Replacement,26.0,1486.94,1486.94,1,57.19,,
CLM-37827,"June 01, 2025",Franchise_TX_01,Water Extraction - MISC,7.0,704.62,523.0,0,,100.66,
CLM-59876,2025-04-09,Franchise_FL_04,Drywall Repair,20.0,679.2,679.2,1,33.96,,
CLM-23875,2025-09-04,Franchise_FL_04,Antimicrobial Treatment,48.0,4623.84,4623.84,1,96.33,,
CLM-42838,06/02/2025,Franchise_NY_12,Antimicrobial Treatment,,1903.65,1091.34,0,,$126.91,15.0
CLM-60339,2025-02-01,Franchise_FL_04,Drywall Repair,50.0,1600.5,1600.5,1,32.01,,
CLM-90766,09/11/2025,Franchise_NY_12,Baseboard Replacement,,724.32,609.26,0,,$120.72,6.0
CLM-28732,05/02/2025,Franchise_NY_12,Water Extraction,,4050.77,4050.77,1,,$130.67,31.0
CLM-81947,2025-10-15,Franchise_FL_04,Baseboard Replacement,21.0,1857.87,1857.87,1,88.47,,
CLM-22588,"June 13, 2025",Franchise_TX_01,Water Extraction,6.0,487.02,487.02,1,,81.17,
CLM-57865,"June 19, 2025",Franchise_TX_01,Dehumidifier Rental,29.0,678.6,678.6,1,,23.4,
CLM-49695,2025-02-25,Franchise_FL_04,Drywall Repair,4.0,321.68,321.68,1,80.42,,
CLM-85931,"September 22, 2025",Franchise_TX_01,Antimicrobial Treatment,13.0,1533.22,760.99,0,,117.94,
CLM-23228,"January 12, 2025",Franchise_TX_01,Dehumidifier Rental,43.0,4146.06,4146.06,1,,96.42,
CLM-42996,"September 19, 2025",Franchise_TX_01,Dehumidifier Rental,26.0,2208.7,1656.23,0,,84.95,
CLM-30256,09/12/2025,Franchise_NY_12,Antimicrobial Treatment,,1698.58,1469.5,0,,$36.14,47.0
CLM-45616,"January 30, 2025",Franchise_TX_01,Drywall Repair,40.0,3610.0,3610.0,1,,90.25,
CLM-14839,2025-12-18,Franchise_FL_04,Baseboard Replacement,18.0,1090.44,1090.44,1,60.58,,
CLM-37447,10/10/2025,Franchise_NY_12,Dehumidifier Rental,,1745.85,1364.09,0,,$116.39,15.0
CLM-36341,"January 03, 2025",Franchise_TX_01,Drywall Repair,23.0,589.03,589.03,1,,25.61,
CLM-52547,01/04/2025,Franchise_NY_12,Dehumidifier Rental,,3223.16,3223.16,1,,$84.82,38.0
CLM-14745,"February 08, 2025",Franchise_TX_01,Water Extraction,24.0,1766.16,1766.16,1,,73.59,
CLM-56982,2025-10-16,Franchise_FL_04,Baseboard Replacement,1.0,66.22,58.27,0,66.22,,
CLM-18648,"January 30, 2025",Franchise_TX_01,Water Extraction,49.0,3027.71,2228.25,0,,61.79,
CLM-46273,2025-07-28,Franchise_FL_04,Baseboard Replacement,15.0,1982.4,1982.4,1,132.16,,
CLM-28067,11/27/2025,Franchise_NY_12,Drywall Repair,,2380.35,1353.94,0,,$68.01,35.0
CLM-76207,"May 06, 2025",Franchise_TX_01,Baseboard Replacement,39.0,5364.84,5364.84,1,,137.56,
CLM-23570,04/30/2025,Franchise_NY_12,Drywall Repair,,2138.58,2138.58,1,,$118.81,18.0
CLM-27353,07/19/2025,Franchise_NY_12,Dehumidifier Rental,,3560.4,3560.4,1,,$82.8,43.0
CLM-42910,07/30/2025,Franchise_NY_12,Drywall Repair,,4106.96,2171.68,0,,$93.34,44.0
CLM-75416,02/21/2025,Franchise_NY_12,Drywall Repair,,402.43,318.8,0,,$57.49,7.0
CLM-49694,08/29/2025,Franchise_NY_12,Dehumidifier Rental,,678.48,678.48,1,,$30.84,22.0
CLM-44393,"October 13, 2025",Franchise_TX_01,Water Extraction,8.0,157.28,72.84,0,,19.66,
CLM-53601,"September 25, 2025",Franchise_TX_01,Drywall Repair - MISC,20.0,2441.8,2441.8,1,,122.09,
CLM-52501,"July 14, 2025",Franchise_TX_01,Dehumidifier Rental,17.0,1164.84,1164.84,1,,68.52,
CLM-13667,"February 12, 2025",Franchise_TX_01,Dehumidifier Rental,7.0,472.64,472.64,1,,67.52,
CLM-97142,02/25/2025,Franchise_NY_12,Water Extraction,,5523.42,4117.89,0,,$131.51,42.0
CLM-47215,09/26/2025,Franchise_NY_12,Dehumidifier Rental,,4272.48,4272.48,1,,$99.36,43.0
CLM-72671,2025-06-29,Franchise_FL_04,Drywall Repair,31.0,4049.53,2944.07,0,130.63,,
CLM-22071,06/01/2025,Franchise_NY_12,Baseboard Replacement,,1902.0,1902.0,1,,$47.55,40.0
CLM-72221,10/26/2025,Franchise_NY_12,Drywall Repair,,587.44,410.35,0,,$73.43,8.0
CLM-92312,06/23/2025,Franchise_NY_12,Baseboard Replacement,,963.16,963.16,1,,$87.56,11.0
CLM-83208,2025-04-18,Franchise_FL_04,Dehumidifier Rental,38.0,4015.08,4015.08,1,105.66,,
CLM-86237,09/11/2025,Franchise_NY_12,Antimicrobial Treatment,,103.2,103.2,1,,$25.8,4.0
CLM-11615,"November 17, 2025",Franchise_TX_01,Dehumidifier Rental,48.0,2776.8,2776.8,1,,57.85,
CLM-12776,"July 07, 2025",Franchise_TX_01,Dehumidifier Rental,12.0,485.76,485.76,1,,40.48,
CLM-75624,08/13/2025,Franchise_NY_12,Baseboard Replacement,,934.23,934.23,1,,$49.17,19.0
CLM-13073,"July 19, 2025",Franchise_TX_01,Baseboard Replacement - MISC,20.0,1234.4,1234.4,1,,61.72,
CLM-87886,"July 27, 2025",Franchise_TX_01,Drywall Repair,27.0,1007.64,521.62,0,,37.32,
CLM-79155,02/01/2025,Franchise_NY_12,Baseboard Replacement,,4386.6,4386.6,1,,$146.22,30.0
CLM-74051,"August 30, 2025",Franchise_TX_01,Drywall Repair,2.0,205.28,157.29,0,,102.64,
CLM-28371,"May 10, 2025",Franchise_TX_01,Antimicrobial Treatment,36.0,1830.6,984.39,0,,50.85,
CLM-38694,"June 13, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,33.0,4535.52,4535.52,1,,137.44,
CLM-10151,2025-10-24,Franchise_FL_04,Antimicrobial Treatment,27.0,2611.17,2611.17,1,96.71,,
CLM-49100,"February 20, 2025",Franchise_TX_01,Dehumidifier Rental,23.0,1860.93,1860.93,1,,80.91,
CLM-64868,2025-09-29,Franchise_FL_04,Antimicrobial Treatment,29.0,1957.79,1957.79,1,67.51,,
CLM-84304,2025-03-15,Franchise_FL_04,Baseboard Replacement,48.0,4105.92,3273.85,0,85.54,,
CLM-75966,"May 17, 2025",Franchise_TX_01,Baseboard Replacement,14.0,1266.86,1083.99,0,,90.49,
CLM-95193,2025-08-12,Franchise_FL_04,Drywall Repair,7.0,322.84,262.22,0,46.12,,
CLM-81145,2025-09-07,Franchise_FL_04,Water Extraction,15.0,1550.4,1378.33,0,103.36,,
CLM-90661,2025-03-03,Franchise_FL_04,Antimicrobial Treatment,36.0,1555.56,1223.88,0,43.21,,
CLM-95335,05/09/2025,Franchise_NY_12,Drywall Repair,,1813.9,1813.9,1,,$106.7,17.0
CLM-86130,"May 10, 2025",Franchise_TX_01,Drywall Repair,37.0,3008.47,3008.47,1,,81.31,
CLM-44873,"April 12, 2025",Franchise_TX_01,Drywall Repair - MISC,10.0,1167.5,788.44,0,,116.75,
CLM-93870,2025-10-04,Franchise_FL_04,Drywall Repair,6.0,298.92,298.92,1,49.82,,
CLM-23126,2025-08-26,Franchise_FL_04,Drywall Repair,14.0,666.82,464.61,0,47.63,,
CLM-21057,"April 20, 2025",Franchise_TX_01,Antimicrobial Treatment,47.0,4742.77,4742.77,1,,100.91,
CLM-33688,2025-09-08,Franchise_FL_04,Water Extraction,10.0,744.8,378.44,0,74.48,,
CLM-80103,06/14/2025,Franchise_NY_12,Drywall Repair,,690.3,690.3,1,,$15.34,45.0
CLM-42273,12/24/2025,Franchise_NY_12,Dehumidifier Rental,,1249.8,1249.8,1,,$124.98,10.0
CLM-82473,08/03/2025,Franchise_NY_12,Antimicrobial Treatment,,1450.95,844.25,0,,$96.73,15.0
CLM-18553,08/29/2025,Franchise_NY_12,Dehumidifier Rental,,3202.42,2479.54,0,,$123.17,26.0
CLM-50184,10/05/2025,Franchise_NY_12,Water Extraction,,2817.0,2817.0,1,,$112.68,25.0
CLM-93731,11/30/2025,Franchise_NY_12,Dehumidifier Rental,,985.32,690.05,0,,$42.84,23.0
CLM-65484,2025-12-03,Franchise_FL_04,Antimicrobial Treatment,11.0,858.44,370.17,0,78.04,,
CLM-74681,2025-07-15,Franchise_FL_04,Antimicrobial Treatment,14.0,1190.98,1190.98,1,85.07,,
CLM-54151,"October 18, 2025",Franchise_TX_01,Water Extraction - MISC,22.0,2515.26,1335.94,0,,114.33,
CLM-24430,"February 22, 2025",Franchise_TX_01,Antimicrobial Treatment,10.0,196.1,196.1,1,,19.61,
CLM-55757,2025-03-12,Franchise_FL_04,Water Extraction,47.0,,4017.27,0,132.21,,
CLM-26257,"October 06, 2025",Franchise_TX_01,Baseboard Replacement - MISC,1.0,111.13,111.13,1,,111.13,
CLM-92613,2025-08-05,Franchise_FL_04,Dehumidifier Rental,9.0,1012.68,527.4,0,112.52,,
CLM-45721,03/01/2025,Franchise_NY_12,Dehumidifier Rental,,430.65,430.65,1,,$15.95,27.0
CLM-63279,2025-09-28,Franchise_FL_04,Antimicrobial Treatment,14.0,1212.68,1212.68,1,86.62,,
CLM-60489,"November 28, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,49.0,2892.47,1234.44,0,,59.03,
CLM-18148,"April 16, 2025",Franchise_TX_01,Baseboard Replacement,46.0,3908.62,3908.62,1,,84.97,
CLM-39185,"November 06, 2025",Franchise_TX_01,Antimicrobial Treatment - MISC,43.0,3135.99,3135.99,1,,72.93,
CLM-45103,01/27/2025,Franchise_NY_12,Baseboard Replacement,,1158.82,1029.73,0,,$44.57,26.0
CLM-44506,03/13/2025,Franchise_NY_12,Water Extraction,,3223.5,3223.5,1,,$128.94,25.0
CLM-17124,2025-05-08,Franchise_FL_04,Dehumidifier Rental,47.0,3281.07,3281.07,1,69.81,,
CLM-77426,"August 03, 2025",Franchise_TX_01,Drywall Repair,16.0,1899.04,1899.04,1,,118.69,
CLM-46383,"January 03, 2025",Franchise_TX_01,Dehumidifier Rental - MISC,20.0,1961.6,1396.22,0,,98.08,
CLM-57971,"December 21, 2025",Franchise_TX_01,Drywall Repair,18.0,2536.2,2536.2,1,,140.9,
CLM-61373,2025-12-11,Franchise_FL_04,Baseboard Replacement,34.0,3901.84,3901.84,1,114.76,,
CLM-67223,"February 21, 2025",Franchise_TX_01,Drywall Repair,47.0,2851.49,2851.49,1,,60.67,
CLM-76724,"March 14, 2025",Franchise_TX_01,Drywall Repair,2.0,149.58,115.97,0,,74.79,
CLM-32366,"October 26, 2025",Franchise_TX_01,Baseboard Replacement - MISC,24.0,2340.72,1368.86,0,,97.53,
CLM-88080,"May 01, 2025",Franchise_TX_01,Baseboard Replacement,29.0,2837.65,2837.65,1,,97.85,
CLM-46463,02/20/2025,Franchise_NY_12,Baseboard Replacement,,2797.9,2797.9,1,,$57.1,49.0
CLM-33910,05/15/2025,Franchise_NY_12,Drywall Repair,,1192.05,1192.05,1,,$26.49,45.0
CLM-80318,"June 06, 2025",Franchise_TX_01,Antimicrobial Treatment,6.0,862.2,862.2,1,,143.7,
CLM-89560,2025-12-18,Franchise_FL_04,Drywall Repair,48.0,4087.2,2067.75,0,85.15,,
CLM-99929,2025-09-21,Franchise_FL_04,Antimicrobial Treatment,32.0,2886.08,2886.08,1,90.19,,
CLM-93210,2025-12-29,Franchise_FL_04,Drywall Repair,3.0,,376.08,1,125.36,,
CLM-39546,2025-11-07,Franchise_FL_04,Baseboard Replacement,48.0,,3550.08,1,73.96,,
CLM-45962,10/08/2025,Franchise_NY_12,Water Extraction,,1453.98,805.16,0,,$44.06,33.0
CLM-66356,"May 27, 2025",Franchise_TX_01,Baseboard Replacement,18.0,1356.3,565.46,0,,75.35,
CLM-40845,2025-09-02,Franchise_FL_04,Water Extraction,1.0,59.83,28.75,0,59.83,,
CLM-53046,09/06/2025,Franchise_NY_12,Antimicrobial Treatment,,945.07,437.15,0,,$41.09,23.0
CLM-69001,"February 14, 2025",Franchise_TX_01,Baseboard Replacement,22.0,2702.92,1258.41,0,,122.86,
CLM-57717,2025-03-12,Franchise_FL_04,Drywall Repair,24.0,586.56,586.56,1,24.44,,
CLM-50622,2025-11-07,Franchise_FL_04,Water Extraction,11.0,1076.9,822.33,0,97.9,,
CLM-27462,"September 07, 2025",Franchise_TX_01,Antimicrobial Treatment,10.0,210.0,210.0,1,,21.0,
CLM-75950,"November 19, 2025",Franchise_TX_01,Water Extraction,45.0,1544.85,1166.92,0,,34.33,
CLM-20200,2025-12-04,Franchise_FL_04,Dehumidifier Rental,13.0,532.87,378.79,0,40.99,,
CLM-70216,2025-09-19,Franchise_FL_04,Baseboard Replacement,37.0,4845.15,3320.82,0,130.95,,
CLM-83167,2025-12-12,Franchise_FL_04,Dehumidifier Rental,37.0,2774.63,1850.44,0,74.99,,
CLM-18749,"November 13, 2025",Franchise_TX_01,Drywall Repair - MISC,47.0,3238.77,2621.26,0,,68.91,
CLM-30083,"November 20, 2025",Franchise_TX_01,Dehumidifier Rental,16.0,305.28,305.28,1,,19.08,
CLM-99886,12/12/2025,Franchise_NY_12,Baseboard Replacement,,2495.5,1224.11,0,,$99.82,25.0
CLM-30559,2025-02-07,Franchise_FL_04,Baseboard Replacement,39.0,4448.34,4448.34,1,114.06,,
CLM-65890,2025-03-22,Franchise_FL_04,Water Extraction,25.0,2510.5,2510.5,1,100.42,,
CLM-32896,04/29/2025,Franchise_NY_12,Dehumidifier Rental,,465.7,465.7,1,,$93.14,5.0
CLM-49880,04/23/2025,Franchise_NY_12,Water Extraction,,1603.26,872.75,0,,$59.38,27.0
CLM-45768,"July 06, 2025",Franchise_TX_01,Water Extraction,8.0,1114.72,1114.72,1,,139.34,
CLM-93319,"February 11, 2025",Franchise_TX_01,Baseboard Replacement,8.0,693.84,693.84,1,,86.73,
CLM-31369,"August 17, 2025",Franchise_TX_01,Antimicrobial Treatment,15.0,1911.9,1161.81,0,,127.46,
CLM-17061,"February 22, 2025",Franchise_TX_01,Antimicrobial Treatment,38.0,2351.06,2351.06,1,,61.87,
